0.0038	0
0.0133766	0.0244141
0.188757	0.0488281
0.53027	0.0732422
1.5128	0.0976562
1.90907	0.12207
1.10372	0.146484
0.930111	0.170898
3.2962	0.195312
3.03663	0.219727
3.9352	0.244141
4.2928	0.268555
5.7309	0.292969
6.76563	0.317383
6.70699	0.341797
9.44841	0.366211
8.53316	0.390625
9.52607	0.415039
12.4188	0.439453
12.6256	0.463867
11.4799	0.488281
21.0099	0.512695
9.37985	0.537109
8.07322	0.561523
11.1867	0.585938
16.6862	0.610352
15.0447	0.634766
15.8242	0.65918
14.527	0.683594
1.40739	0.708008
1.30458	0.732422
5.20733	0.756836
11.452	0.78125
16.353	0.805664
17.697	0.830078
17.0772	0.854492
9.69306	0.878906
12.4758	0.90332
12.771	0.927734
5.96841	0.952148
4.82979	0.976562
5.63795	1.00098
6.236	1.02539
2.12441	1.0498
8.80764	1.07422
7.53262	1.09863
3.46998	1.12305
0.655626	1.14746
0.826017	1.17188
1.1861	1.19629
5.35743	1.2207
5.54514	1.24512
6.72434	1.26953
12.3531	1.29395
15.191	1.31836
15.2795	1.34277
14.5057	1.36719
8.83456	1.3916
5.23742	1.41602
7.5746	1.44043
3.51243	1.46484
2.96793	1.48926
5.95545	1.51367
6.87092	1.53809
3.86786	1.5625
1.98921	1.58691
5.11067	1.61133
3.3208	1.63574
3.95308	1.66016
9.86611	1.68457
9.0087	1.70898
7.69048	1.7334
6.42539	1.75781
11.549	1.78223
10.9306	1.80664
7.38487	1.83105
7.90856	1.85547
5.52054	1.87988
8.45196	1.9043
6.57022	1.92871
6.88179	1.95312
8.67947	1.97754
8.57631	2.00195
10.4832	2.02637
8.65959	2.05078
10.1134	2.0752
9.53376	2.09961
8.68298	2.12402
7.33272	2.14844
8.57726	2.17285
6.1627	2.19727
4.54253	2.22168
4.86544	2.24609
6.33948	2.27051
3.65591	2.29492
2.97385	2.31934
3.15659	2.34375
0.435163	2.36816
2.30959	2.39258
4.14951	2.41699
6.23132	2.44141
6.15371	2.46582
3.63381	2.49023
1.164	2.51465
2.97293	2.53906
2.59883	2.56348
3.47493	2.58789
2.44878	2.6123
2.15133	2.63672
4.17018	2.66113
5.07149	2.68555
6.70152	2.70996
8.78692	2.73438
5.26427	2.75879
2.80944	2.7832
3.66778	2.80762
2.18902	2.83203
4.04219	2.85645
6.08106	2.88086
3.44559	2.90527
3.99236	2.92969
5.29334	2.9541
3.82838	2.97852
6.34725	3.00293
9.27319	3.02734
10.8758	3.05176
10.5885	3.07617
7.71176	3.10059
6.88218	3.125
7.30031	3.14941
9.41563	3.17383
10.1204	3.19824
14.3258	3.22266
17.318	3.24707
12.5911	3.27148
12.8579	3.2959
8.35198	3.32031
7.47785	3.34473
12.6199	3.36914
11.7697	3.39355
10.9754	3.41797
8.93446	3.44238
5.64228	3.4668
6.33419	3.49121
2.05864	3.51562
4.91335	3.54004
7.60599	3.56445
5.28534	3.58887
3.03963	3.61328
3.89987	3.6377
6.54934	3.66211
5.31365	3.68652
2.09342	3.71094
5.01952	3.73535
4.79481	3.75977
1.39729	3.78418
3.63659	3.80859
3.64921	3.83301
4.40416	3.85742
6.20218	3.88184
8.36316	3.90625
8.66035	3.93066
8.42478	3.95508
6.24731	3.97949
5.39718	4.00391
5.27432	4.02832
3.58306	4.05273
3.56716	4.07715
3.57251	4.10156
1.32227	4.12598
3.98483	4.15039
7.00698	4.1748
8.3017	4.19922
7.83374	4.22363
9.08857	4.24805
10.8007	4.27246
10.5166	4.29688
10.2234	4.32129
6.79059	4.3457
3.76284	4.37012
4.1079	4.39453
4.80237	4.41895
3.98749	4.44336
3.63819	4.46777
5.44288	4.49219
6.09858	4.5166
4.59035	4.54102
5.42143	4.56543
8.26535	4.58984
9.01694	4.61426
8.28536	4.63867
9.24541	4.66309
10.6924	4.6875
8.13691	4.71191
10.1088	4.73633
11.9788	4.76074
12.7771	4.78516
11.7017	4.80957
9.14328	4.83398
